customer_id,age_group,region,product,tenure_months,lifetime_value,nps_score,churn_risk,acquisition_channel
CX04123,18-25,Asia Pacific,Pro Plan,52,15830.9,5,Medium,Mobile App
CX04124,55+,North America,Add-on Services,59,33493.38,6,Medium,Phone
CX04125,18-25,Latin America,Basic Plan,16,10137.56,2,High,Live Chat
CX04126,55+,North America,Add-on Services,1,1459.61,1,High,Website
CX04127,26-35,Latin America,Enterprise Plan,22,34396.35,2,Low,Mobile App
CX04128,26-35,North America,Basic Plan,47,44428.63,5,Medium,Phone
CX04129,36-45,North America,Add-on Services,18,26726.45,9,Low,In-Store
CX04130,18-25,North America,Enterprise Plan,26,21045.09,7,Medium,In-Store
CX04131,18-25,North America,Enterprise Plan,11,20584.81,10,High,Email
CX04132,36-45,Asia Pacific,Pro Plan,53,3014.64,6,Low,Email
CX04133,55+,Asia Pacific,Enterprise Plan,48,27371.22,3,Low,Website
CX04134,55+,Asia Pacific,Add-on Services,10,45153.3,8,Low,Email
CX04135,55+,North America,Add-on Services,4,39883.24,4,Medium,Email
CX04136,55+,Europe,Pro Plan,9,20366.13,1,Medium,In-Store
CX04137,55+,Asia Pacific,Basic Plan,40,31896.26,0,Low,Phone
CX04138,18-25,North America,Add-on Services,32,30660.57,7,High,Mobile App
CX04139,18-25,Europe,Enterprise Plan,5,28787.14,0,Low,Live Chat
CX04140,26-35,Asia Pacific,Pro Plan,16,11728.81,2,High,Email
CX04141,18-25,Asia Pacific,Pro Plan,49,24092.55,5,High,Mobile App
CX04142,55+,North America,Enterprise Plan,35,48250.99,10,Medium,Phone
CX04143,18-25,North America,Add-on Services,54,10945.12,9,High,Email
CX04144,18-25,Asia Pacific,Pro Plan,2,45249.87,7,Medium,Email
CX04145,36-45,North America,Enterprise Plan,59,9584.17,8,Medium,Mobile App
CX04146,55+,Latin America,Pro Plan,25,6949.16,9,Low,Live Chat
CX04147,55+,Europe,Basic Plan,12,15368.77,9,Medium,In-Store
CX04148,46-55,Europe,Add-on Services,46,39575.48,7,Low,Phone
CX04149,36-45,Europe,Enterprise Plan,13,31668.4,5,Medium,Live Chat
CX04150,46-55,Latin America,Pro Plan,39,48737.07,6,Medium,Email
CX04151,18-25,Asia Pacific,Add-on Services,49,35694.7,4,Low,Live Chat
CX04152,18-25,Europe,Basic Plan,49,40401.0,4,High,In-Store
CX04153,18-25,Asia Pacific,Pro Plan,19,23809.57,6,Low,In-Store
CX04154,18-25,North America,Enterprise Plan,1,30269.67,6,High,Phone
CX04155,46-55,Europe,Add-on Services,27,6808.52,2,Medium,Email
CX04156,26-35,Europe,Enterprise Plan,17,29898.02,0,Low,Email
CX04157,55+,Europe,Basic Plan,39,38143.5,4,High,Website
CX04158,18-25,Asia Pacific,Pro Plan,30,12465.48,1,Medium,Mobile App
CX04159,26-35,Latin America,Enterprise Plan,59,3758.76,7,Medium,Email
CX04160,55+,North America,Basic Plan,41,3755.88,4,Low,Live Chat
CX04161,26-35,Europe,Enterprise Plan,40,26610.66,4,Medium,Phone
CX04162,26-35,Europe,Pro Plan,54,39799.8,10,Medium,Live Chat
CX04163,46-55,Latin America,Add-on Services,51,24094.98,1,Medium,Mobile App
CX04164,55+,North America,Pro Plan,11,21848.17,2,High,Phone
CX04165,46-55,Europe,Add-on Services,21,1024.59,3,Low,Live Chat
CX04166,55+,North America,Basic Plan,46,48583.79,0,Medium,Phone
CX04167,46-55,Latin America,Basic Plan,56,42115.2,4,Medium,Mobile App
CX04168,46-55,Latin America,Pro Plan,54,37008.51,5,Medium,Phone
CX04169,18-25,Asia Pacific,Pro Plan,42,12804.92,6,High,Email
CX04170,55+,Europe,Basic Plan,48,21926.96,5,Medium,Live Chat
CX04171,26-35,Europe,Enterprise Plan,15,34353.54,6,High,Website
CX04172,36-45,Asia Pacific,Pro Plan,48,39004.71,9,Low,In-Store
CX04173,36-45,Europe,Add-on Services,36,34848.7,5,Medium,Mobile App
CX04174,26-35,North America,Pro Plan,16,1474.84,7,Low,Phone
CX04175,36-45,Europe,Pro Plan,4,9449.03,3,Medium,Phone
CX04176,18-25,Europe,Pro Plan,19,38028.57,4,Low,In-Store
CX04177,55+,Asia Pacific,Pro Plan,46,41037.12,2,Low,Mobile App
CX04178,26-35,Asia Pacific,Basic Plan,21,45834.8,6,Low,Mobile App
CX04179,26-35,Europe,Enterprise Plan,7,41033.25,7,High,Website
CX04180,36-45,Asia Pacific,Enterprise Plan,35,43030.37,0,High,Phone
CX04181,18-25,Asia Pacific,Pro Plan,10,44820.37,10,High,Phone
CX04182,36-45,Latin America,Enterprise Plan,5,4395.46,9,Low,Phone
CX04183,36-45,North America,Pro Plan,21,12012.23,0,Medium,Live Chat
CX04184,18-25,North America,Pro Plan,53,48874.06,5,Low,Phone
CX04185,26-35,Asia Pacific,Enterprise Plan,60,38223.54,1,High,In-Store
CX04186,46-55,North America,Enterprise Plan,45,25112.01,5,Medium,Email
CX04187,18-25,Latin America,Add-on Services,52,11915.4,8,High,In-Store
CX04188,26-35,Asia Pacific,Add-on Services,16,1363.75,6,Low,In-Store
CX04189,46-55,Europe,Basic Plan,43,33645.93,8,High,Phone
CX04190,46-55,Europe,Enterprise Plan,9,958.28,0,Medium,Email
CX04191,18-25,Asia Pacific,Basic Plan,19,8115.22,5,High,Live Chat
CX04192,46-55,Asia Pacific,Add-on Services,39,22546.93,1,Medium,Mobile App
CX04193,26-35,Latin America,Basic Plan,59,46696.94,0,High,Live Chat
CX04194,18-25,North America,Basic Plan,6,45864.8,6,High,Website
CX04195,18-25,Europe,Pro Plan,32,41637.37,8,High,Live Chat
CX04196,18-25,Europe,Basic Plan,18,40062.81,6,High,Website
CX04197,46-55,Europe,Basic Plan,27,48360.83,7,High,Live Chat
CX04198,36-45,North America,Enterprise Plan,60,21312.97,9,Low,Phone
CX04199,18-25,Latin America,Enterprise Plan,26,38057.9,8,Low,Email
CX04200,46-55,Europe,Basic Plan,1,24218.79,2,High,Email
CX04201,26-35,North America,Basic Plan,44,33603.84,4,Medium,Mobile App
CX04202,26-35,Latin America,Pro Plan,23,21288.76,0,Medium,Live Chat
CX04203,26-35,North America,Pro Plan,4,38548.0,9,Medium,Live Chat
CX04204,55+,Asia Pacific,Basic Plan,42,13137.51,4,High,Live Chat
CX04205,26-35,Latin America,Add-on Services,58,4431.82,6,Medium,Phone
CX04206,55+,North America,Add-on Services,25,26579.33,6,Medium,Phone
CX04207,18-25,Asia Pacific,Add-on Services,58,5498.32,6,Medium,Phone
CX04208,46-55,North America,Enterprise Plan,43,30577.2,5,Medium,Mobile App
CX04209,36-45,Europe,Basic Plan,33,2916.32,10,High,Email
CX04210,26-35,Europe,Basic Plan,47,2102.43,5,High,Phone
CX04211,46-55,Asia Pacific,Pro Plan,16,38641.25,7,Medium,Mobile App
CX04212,18-25,Europe,Basic Plan,25,25008.89,8,Medium,Website
CX04213,55+,Europe,Add-on Services,7,18873.24,8,Medium,In-Store
CX04214,26-35,North America,Basic Plan,10,13499.75,0,Low,Phone
CX04215,36-45,Asia Pacific,Enterprise Plan,2,33080.12,5,Medium,Live Chat
CX04216,18-25,North America,Pro Plan,37,42408.48,6,High,Email
CX04217,26-35,Latin America,Pro Plan,20,19186.57,6,Low,Website
CX04218,26-35,Asia Pacific,Pro Plan,34,11378.07,10,Low,Website
CX04219,18-25,North America,Enterprise Plan,15,15987.13,9,Medium,Live Chat
CX04220,26-35,North America,Add-on Services,45,48696.08,4,Low,Email
CX04221,55+,Latin America,Enterprise Plan,18,20958.96,6,Low,Live Chat
CX04222,55+,Latin America,Pro Plan,23,5438.92,9,Medium,Mobile App
CX04223,26-35,Asia Pacific,Pro Plan,29,39010.46,10,Medium,Website
CX04224,18-25,Europe,Pro Plan,16,2349.07,3,Medium,Website
CX04225,36-45,Latin America,Add-on Services,29,42729.22,1,Low,Phone
CX04226,18-25,Asia Pacific,Basic Plan,53,13488.53,8,High,Mobile App
CX04227,55+,North America,Enterprise Plan,5,20934.48,6,Low,In-Store
CX04228,55+,North America,Pro Plan,14,29166.18,7,High,Live Chat
CX04229,36-45,Asia Pacific,Add-on Services,41,30903.46,9,High,Email
CX04230,26-35,Latin America,Basic Plan,21,7456.49,6,High,Phone
CX04231,55+,Asia Pacific,Enterprise Plan,20,8186.99,2,Low,Phone
CX04232,55+,Europe,Enterprise Plan,35,27438.88,6,Low,In-Store
CX04233,18-25,Europe,Add-on Services,16,23370.17,4,Medium,Website
CX04234,26-35,North America,Basic Plan,59,26884.17,2,Medium,In-Store
CX04235,46-55,North America,Enterprise Plan,51,6515.32,3,High,Live Chat
CX04236,46-55,North America,Add-on Services,6,1713.11,7,Low,Live Chat
CX04237,55+,North America,Basic Plan,53,29217.98,9,Low,In-Store
CX04238,36-45,Latin America,Pro Plan,57,15536.8,7,Medium,Live Chat
CX04239,55+,Europe,Enterprise Plan,5,48456.71,3,Medium,Website
CX04240,36-45,North America,Pro Plan,49,3953.15,1,Low,Live Chat
CX04241,18-25,Asia Pacific,Basic Plan,22,46120.68,3,Low,Phone
CX04242,18-25,Latin America,Basic Plan,20,15935.05,0,High,Phone
CX04243,46-55,North America,Enterprise Plan,51,2864.44,6,Medium,Website
CX04244,36-45,Latin America,Pro Plan,5,1578.16,1,Medium,Phone
CX04245,46-55,Asia Pacific,Enterprise Plan,31,6694.59,2,Medium,Phone
CX04246,46-55,Asia Pacific,Basic Plan,30,36419.37,0,Low,Mobile App
CX04247,46-55,Asia Pacific,Enterprise Plan,40,31555.69,9,High,Email
CX04248,18-25,Europe,Pro Plan,39,5773.86,3,Medium,In-Store
CX04249,55+,Asia Pacific,Basic Plan,12,40883.11,6,Medium,Website
CX04250,18-25,Latin America,Basic Plan,15,8807.57,7,Medium,Mobile App
CX04251,18-25,North America,Enterprise Plan,32,46310.25,6,Low,Website
CX04252,18-25,North America,Basic Plan,35,30326.75,10,Medium,Phone
CX04253,46-55,North America,Pro Plan,21,11680.04,0,Medium,Phone
CX04254,18-25,North America,Enterprise Plan,29,14884.36,8,Medium,Email
CX04255,55+,Asia Pacific,Add-on Services,50,31961.09,9,High,Live Chat
CX04256,36-45,Asia Pacific,Basic Plan,30,1099.79,10,Low,Email
CX04257,18-25,North America,Basic Plan,59,44655.66,7,Low,Website
CX04258,46-55,Latin America,Pro Plan,42,24283.34,9,Medium,Live Chat
CX04259,26-35,Europe,Basic Plan,29,26626.35,1,Low,Email
CX04260,18-25,Latin America,Basic Plan,3,14262.58,0,Low,Website
CX04261,36-45,Asia Pacific,Enterprise Plan,6,47268.25,5,Medium,Live Chat
CX04262,46-55,Latin America,Enterprise Plan,15,12001.92,10,High,Live Chat
CX04263,36-45,Latin America,Enterprise Plan,24,47036.1,3,High,Website
CX04264,46-55,North America,Pro Plan,47,12089.85,3,Low,Website
CX04265,36-45,Europe,Add-on Services,41,20508.81,5,Low,In-Store
CX04266,46-55,North America,Add-on Services,42,41657.85,3,Low,Email
CX04267,26-35,Asia Pacific,Add-on Services,45,45695.41,4,High,Email
CX04268,26-35,Europe,Enterprise Plan,55,26539.58,5,High,Mobile App
CX04269,55+,Europe,Add-on Services,43,40697.47,8,Medium,In-Store
CX04270,18-25,Asia Pacific,Basic Plan,60,47968.46,4,High,Mobile App
CX04271,18-25,Latin America,Add-on Services,29,46892.67,6,Low,Phone
CX04272,36-45,North America,Add-on Services,56,11835.28,5,Medium,Live Chat
CX04273,26-35,North America,Basic Plan,25,7244.25,0,Medium,In-Store
CX04274,55+,Europe,Enterprise Plan,49,13517.19,4,Medium,Mobile App
CX04275,55+,Latin America,Basic Plan,7,46964.24,10,High,In-Store
CX04276,36-45,Asia Pacific,Add-on Services,1,42424.27,3,High,In-Store
CX04277,26-35,Asia Pacific,Pro Plan,31,34932.71,1,High,Live Chat
CX04278,46-55,Latin America,Pro Plan,24,16446.63,9,High,Website
CX04279,36-45,North America,Pro Plan,25,49253.15,0,Low,In-Store
CX04280,18-25,North America,Basic Plan,6,40989.82,6,Low,Email
CX04281,18-25,Latin America,Pro Plan,36,13267.19,4,High,Live Chat
CX04282,55+,North America,Pro Plan,6,42843.08,0,Low,In-Store
CX04283,55+,Europe,Pro Plan,34,42757.87,10,Medium,Live Chat
CX04284,55+,North America,Add-on Services,31,6828.91,10,Low,Website
CX04285,18-25,Asia Pacific,Enterprise Plan,34,6681.01,10,Medium,In-Store
CX04286,26-35,Latin America,Enterprise Plan,21,36369.65,1,High,Mobile App
CX04287,26-35,North America,Pro Plan,57,7415.6,6,Low,Website
CX04288,55+,Latin America,Enterprise Plan,8,24294.27,1,High,In-Store
CX04289,26-35,North America,Pro Plan,13,20966.27,1,High,In-Store
CX04290,46-55,Europe,Add-on Services,33,9869.07,10,High,Live Chat
CX04291,18-25,Latin America,Add-on Services,28,14058.8,3,Low,Mobile App
CX04292,55+,North America,Pro Plan,43,9394.4,5,Low,Live Chat
CX04293,26-35,Latin America,Add-on Services,59,5534.1,6,High,Mobile App
CX04294,46-55,Asia Pacific,Enterprise Plan,55,43073.75,2,Medium,Mobile App
CX04295,55+,Latin America,Enterprise Plan,17,15413.6,8,Medium,Mobile App
CX04296,46-55,Latin America,Basic Plan,56,48613.74,1,Low,Phone
CX04297,26-35,Europe,Basic Plan,28,13246.45,9,High,Live Chat
CX04298,18-25,Asia Pacific,Add-on Services,31,4716.06,5,Medium,In-Store
CX04299,36-45,North America,Add-on Services,45,44494.51,7,High,Email
CX04300,55+,North America,Pro Plan,60,18138.37,1,High,Mobile App
CX04301,18-25,Asia Pacific,Add-on Services,16,23664.12,1,Medium,Mobile App
CX04302,46-55,Latin America,Basic Plan,14,7714.83,5,High,Phone
CX04303,18-25,North America,Pro Plan,40,16314.01,10,High,Live Chat
CX04304,55+,Latin America,Add-on Services,50,11755.24,7,High,Mobile App
CX04305,55+,Asia Pacific,Add-on Services,55,29154.02,5,Low,Live Chat
CX04306,26-35,Asia Pacific,Add-on Services,18,34268.39,1,Low,Email
CX04307,26-35,Latin America,Add-on Services,1,11311.69,8,Medium,Mobile App
CX04308,36-45,Latin America,Add-on Services,56,21838.89,1,Low,Phone
CX04309,55+,Asia Pacific,Pro Plan,14,10795.72,0,High,Website
CX04310,36-45,Latin America,Pro Plan,3,37284.21,8,High,Mobile App
CX04311,55+,Europe,Enterprise Plan,41,28151.66,8,Medium,Mobile App
CX04312,26-35,North America,Basic Plan,57,23849.31,8,High,Mobile App
CX04313,18-25,Europe,Add-on Services,15,35955.32,5,Medium,Live Chat
CX04314,36-45,Europe,Pro Plan,1,23860.84,0,Low,Live Chat
CX04315,46-55,North America,Enterprise Plan,9,27466.11,4,High,Website
CX04316,46-55,Europe,Add-on Services,40,35060.26,3,High,Email
CX04317,36-45,North America,Pro Plan,40,36702.76,5,Medium,Phone
CX04318,18-25,North America,Basic Plan,24,44307.59,0,High,Website
CX04319,55+,Asia Pacific,Enterprise Plan,46,6880.45,6,Low,Mobile App
CX04320,18-25,North America,Pro Plan,27,1031.4,7,Low,Mobile App
CX04321,26-35,Asia Pacific,Basic Plan,10,37418.2,8,Low,Website
CX04322,26-35,Asia Pacific,Pro Plan,57,41054.11,4,Low,Email
CX04323,36-45,Europe,Basic Plan,28,38492.24,2,High,Website
CX04324,55+,North America,Add-on Services,46,20121.57,1,Medium,Email
CX04325,55+,Latin America,Add-on Services,47,33965.03,0,Low,Mobile App
CX04326,18-25,Asia Pacific,Enterprise Plan,18,45539.14,1,Low,Email
CX04327,18-25,Latin America,Add-on Services,17,29224.1,0,Low,In-Store
CX04328,55+,Asia Pacific,Enterprise Plan,51,36851.85,8,Low,Website
CX04329,36-45,North America,Add-on Services,27,15316.52,9,Medium,In-Store
CX04330,26-35,North America,Pro Plan,19,5246.69,5,Low,Phone
CX04331,18-25,Latin America,Add-on Services,7,36674.99,3,Low,Phone
CX04332,26-35,Asia Pacific,Enterprise Plan,11,35057.48,2,Low,In-Store
CX04333,55+,North America,Enterprise Plan,33,41953.94,3,Medium,In-Store
CX04334,46-55,Asia Pacific,Pro Plan,23,46101.08,0,High,In-Store
CX04335,36-45,Latin America,Add-on Services,12,46951.77,10,Low,Live Chat
CX04336,36-45,North America,Basic Plan,6,6232.67,5,Low,Phone
CX04337,36-45,Latin America,Pro Plan,30,22543.41,8,High,Live Chat
CX04338,26-35,Latin America,Basic Plan,15,4581.57,7,Medium,Live Chat
CX04339,55+,North America,Pro Plan,2,13108.99,5,High,Live Chat
CX04340,18-25,Latin America,Basic Plan,54,27406.65,1,Medium,Mobile App
CX04341,26-35,Europe,Enterprise Plan,45,16759.6,4,High,In-Store
CX04342,36-45,Europe,Basic Plan,21,36954.39,5,High,Email
CX04343,46-55,Asia Pacific,Add-on Services,32,30179.43,1,Low,In-Store
CX04344,26-35,Latin America,Pro Plan,2,35577.74,5,Medium,Email
CX04345,26-35,Latin America,Enterprise Plan,21,38469.19,10,Low,Website
CX04346,46-55,North America,Enterprise Plan,34,28736.79,0,Low,Phone
CX04347,26-35,Europe,Basic Plan,50,10652.75,6,High,Live Chat
CX04348,55+,Latin America,Basic Plan,1,45812.96,3,Medium,Email
CX04349,46-55,North America,Pro Plan,43,25625.57,9,High,Live Chat
CX04350,55+,Europe,Basic Plan,44,49425.27,7,Medium,Email
CX04351,18-25,North America,Pro Plan,47,41936.53,9,High,Email
CX04352,55+,Europe,Add-on Services,7,31853.36,5,High,Email
CX04353,18-25,Europe,Pro Plan,34,33999.57,8,High,In-Store
CX04354,36-45,Europe,Enterprise Plan,47,32314.07,8,High,Live Chat
CX04355,46-55,North America,Enterprise Plan,50,12125.18,9,Medium,Email
CX04356,26-35,North America,Basic Plan,42,701.61,3,Medium,Live Chat
CX04357,36-45,Asia Pacific,Enterprise Plan,21,23396.46,10,High,Phone
CX04358,36-45,Asia Pacific,Basic Plan,55,48169.03,7,Medium,Live Chat
CX04359,26-35,Latin America,Pro Plan,25,32192.35,5,Medium,In-Store
CX04360,26-35,Asia Pacific,Add-on Services,54,18055.5,9,Low,In-Store
CX04361,46-55,North America,Enterprise Plan,16,17373.69,10,High,Mobile App
CX04362,55+,Asia Pacific,Basic Plan,30,40712.56,9,Medium,Phone
CX04363,55+,Asia Pacific,Add-on Services,33,37938.23,10,Medium,Phone
CX04364,46-55,North America,Add-on Services,31,26549.26,3,Medium,In-Store
CX04365,18-25,Latin America,Pro Plan,4,49805.9,10,High,Website
CX04366,46-55,Latin America,Add-on Services,7,44067.99,10,High,Mobile App
CX04367,36-45,North America,Basic Plan,32,25639.12,3,Medium,Live Chat
CX04368,26-35,Europe,Pro Plan,13,35917.08,8,Medium,Phone
CX04369,18-25,Europe,Pro Plan,27,29291.32,9,Medium,Mobile App
CX04370,55+,Asia Pacific,Basic Plan,47,9770.71,1,Low,In-Store
CX04371,46-55,Asia Pacific,Pro Plan,11,23200.74,5,High,In-Store
CX04372,36-45,North America,Enterprise Plan,40,22799.27,4,High,In-Store
CX04373,18-25,Europe,Pro Plan,9,12660.52,7,Medium,Website
CX04374,36-45,Latin America,Enterprise Plan,57,2152.3,3,High,Phone
CX04375,36-45,Asia Pacific,Enterprise Plan,45,22848.49,0,Low,Website
CX04376,18-25,Latin America,Basic Plan,31,12948.08,3,Medium,Phone
CX04377,36-45,Asia Pacific,Enterprise Plan,52,23770.31,6,Low,Mobile App
CX04378,18-25,Europe,Basic Plan,41,7800.01,10,High,Website
CX04379,46-55,Asia Pacific,Basic Plan,29,36879.67,1,Low,Mobile App
CX04380,26-35,Europe,Basic Plan,24,19617.06,4,Medium,Live Chat
CX04381,36-45,Europe,Basic Plan,60,13205.16,5,Medium,Phone
CX04382,55+,Asia Pacific,Basic Plan,9,48491.5,3,High,Phone
CX04383,46-55,North America,Add-on Services,32,24620.78,8,High,In-Store
CX04384,36-45,Europe,Pro Plan,42,7276.47,6,Low,Live Chat
CX04385,55+,North America,Enterprise Plan,44,41262.29,0,Low,Live Chat
CX04386,26-35,Europe,Add-on Services,37,19162.97,10,Low,Email
CX04387,55+,North America,Pro Plan,44,9596.2,0,High,Email
CX04388,36-45,Asia Pacific,Basic Plan,26,5657.08,9,Low,Email
CX04389,46-55,North America,Basic Plan,22,34071.65,2,Low,Website
CX04390,26-35,Europe,Enterprise Plan,20,30774.27,7,Medium,Live Chat
CX04391,46-55,Europe,Basic Plan,25,9524.92,1,High,In-Store
CX04392,26-35,Europe,Pro Plan,38,36867.24,1,High,Live Chat
CX04393,26-35,Latin America,Pro Plan,8,621.0,5,Low,Website
CX04394,46-55,North America,Pro Plan,12,46022.39,0,Low,Live Chat
CX04395,26-35,Europe,Pro Plan,42,23433.4,4,Low,Email
CX04396,18-25,Asia Pacific,Enterprise Plan,40,28203.16,7,High,Live Chat
CX04397,55+,Latin America,Pro Plan,58,27601.35,2,Low,Email
CX04398,26-35,Europe,Pro Plan,45,33181.57,0,Low,Mobile App
CX04399,46-55,North America,Enterprise Plan,17,21089.88,6,Medium,Live Chat
CX04400,55+,Asia Pacific,Pro Plan,48,44111.44,7,Medium,Website
CX04401,55+,Latin America,Basic Plan,42,21616.05,4,Medium,Mobile App
CX04402,36-45,Asia Pacific,Pro Plan,24,23321.08,7,High,Email
CX04403,36-45,Latin America,Add-on Services,36,45353.94,4,Low,Email
CX04404,18-25,Asia Pacific,Add-on Services,21,24188.29,7,Low,Email
CX04405,18-25,Europe,Add-on Services,59,8081.08,4,Low,Email
CX04406,55+,North America,Pro Plan,33,39934.12,2,Medium,In-Store
CX04407,18-25,Latin America,Enterprise Plan,8,22158.57,0,Medium,Mobile App
CX04408,46-55,North America,Add-on Services,3,17067.1,6,High,Live Chat
CX04409,18-25,Europe,Basic Plan,45,42046.83,10,Medium,Email
CX04410,36-45,Latin America,Enterprise Plan,41,3673.15,7,High,Live Chat
CX04411,26-35,North America,Pro Plan,49,38206.72,4,Low,Live Chat
CX04412,36-45,Europe,Enterprise Plan,44,34440.81,1,Medium,Website
CX04413,18-25,North America,Enterprise Plan,36,1476.17,7,Low,In-Store
CX04414,18-25,Latin America,Basic Plan,45,25964.6,10,Medium,Email
CX04415,18-25,Asia Pacific,Pro Plan,3,24237.15,10,Low,In-Store
CX04416,18-25,Latin America,Enterprise Plan,4,14606.57,3,Medium,Live Chat
CX04417,55+,Asia Pacific,Add-on Services,39,19275.7,2,High,Phone
CX04418,46-55,North America,Basic Plan,21,48735.06,1,Low,Live Chat
CX04419,18-25,North America,Add-on Services,4,40854.48,7,High,In-Store
CX04420,36-45,North America,Pro Plan,1,18925.09,2,Medium,In-Store
CX04421,36-45,Latin America,Pro Plan,44,38248.76,10,Low,In-Store
CX04422,55+,Europe,Basic Plan,6,1091.78,10,Low,Live Chat
CX04423,46-55,Asia Pacific,Add-on Services,18,32596.9,10,High,In-Store
CX04424,36-45,Europe,Add-on Services,21,29952.65,7,High,Phone
CX04425,36-45,Europe,Enterprise Plan,10,19487.1,10,High,Live Chat
CX04426,36-45,Europe,Basic Plan,19,4627.34,4,Low,Phone
CX04427,26-35,Latin America,Enterprise Plan,3,47087.31,10,Medium,Website
CX04428,26-35,Europe,Add-on Services,60,39158.35,9,Low,Email
CX04429,46-55,Latin America,Add-on Services,25,26911.87,10,Medium,Website
CX04430,55+,Asia Pacific,Enterprise Plan,32,38457.68,7,Medium,Live Chat
CX04431,18-25,Asia Pacific,Enterprise Plan,40,36317.57,8,High,Website
CX04432,36-45,Asia Pacific,Basic Plan,33,3386.45,5,High,Email
CX04433,26-35,Asia Pacific,Basic Plan,44,18096.5,4,Medium,Phone
CX04434,18-25,Latin America,Pro Plan,12,13292.63,3,Medium,Mobile App
CX04435,46-55,North America,Basic Plan,58,6269.72,0,High,Live Chat
CX04436,36-45,North America,Enterprise Plan,27,34032.69,8,High,Live Chat
CX04437,36-45,Europe,Pro Plan,5,12516.76,9,Medium,Website
CX04438,55+,Europe,Basic Plan,53,33124.44,3,High,Phone
CX04439,55+,North America,Basic Plan,57,8231.73,10,Medium,Phone
CX04440,26-35,Asia Pacific,Add-on Services,43,46655.16,0,Medium,Phone
CX04441,36-45,Europe,Add-on Services,59,39688.4,1,High,Live Chat
CX04442,26-35,North America,Enterprise Plan,31,48601.27,4,High,In-Store
CX04443,55+,Asia Pacific,Add-on Services,20,19636.52,4,Low,Live Chat
CX04444,26-35,Latin America,Basic Plan,31,36192.38,4,High,Email
CX04445,26-35,North America,Enterprise Plan,28,4386.87,2,Medium,Phone
CX04446,55+,North America,Enterprise Plan,23,40130.18,9,Low,Email
CX04447,46-55,Latin America,Add-on Services,38,49660.96,8,Medium,Email
CX04448,36-45,Asia Pacific,Enterprise Plan,22,25879.69,7,Medium,Website
CX04449,26-35,Asia Pacific,Basic Plan,8,45944.33,2,High,Live Chat
CX04450,26-35,Latin America,Basic Plan,45,16750.52,9,Medium,Mobile App
CX04451,46-55,Asia Pacific,Basic Plan,45,29280.63,4,Medium,Mobile App
CX04452,55+,North America,Basic Plan,10,42094.66,8,Medium,Phone
CX04453,46-55,Europe,Add-on Services,47,39522.03,5,Medium,Website
CX04454,18-25,Asia Pacific,Add-on Services,36,40264.21,2,High,Mobile App
CX04455,26-35,North America,Add-on Services,2,33032.93,5,High,Phone
CX04456,55+,North America,Enterprise Plan,15,5555.84,0,Low,In-Store
CX04457,26-35,Latin America,Enterprise Plan,16,12779.75,3,Medium,In-Store
CX04458,26-35,Latin America,Basic Plan,35,20985.89,10,Low,Phone
CX04459,36-45,Latin America,Enterprise Plan,27,9808.62,1,Low,Mobile App
CX04460,18-25,Europe,Basic Plan,32,27454.27,2,High,Email
CX04461,55+,North America,Add-on Services,27,4339.93,4,Medium,Live Chat
CX04462,55+,Asia Pacific,Add-on Services,25,11966.52,6,Medium,In-Store
CX04463,36-45,North America,Basic Plan,11,31609.7,8,High,Live Chat
CX04464,26-35,Asia Pacific,Pro Plan,5,46938.01,10,High,In-Store
CX04465,55+,Latin America,Add-on Services,38,2554.43,5,High,Phone
CX04466,46-55,Asia Pacific,Pro Plan,35,25324.33,2,High,Live Chat
CX04467,36-45,Latin America,Basic Plan,22,8128.71,3,Low,In-Store
CX04468,26-35,Europe,Add-on Services,6,39737.13,2,Low,In-Store
CX04469,26-35,North America,Pro Plan,56,21913.24,6,High,Email
CX04470,36-45,Europe,Add-on Services,60,43698.6,7,High,Email
CX04471,26-35,Latin America,Enterprise Plan,12,23824.31,8,Medium,In-Store
CX04472,46-55,North America,Pro Plan,10,811.46,7,Medium,Live Chat
CX04473,26-35,Asia Pacific,Add-on Services,6,47851.11,0,Medium,Mobile App
CX04474,55+,Europe,Pro Plan,18,32067.48,5,High,In-Store
CX04475,36-45,Latin America,Pro Plan,22,44590.02,2,Low,In-Store
CX04476,26-35,Latin America,Add-on Services,42,35834.93,0,Low,Phone
CX04477,36-45,Europe,Enterprise Plan,34,18144.42,9,Medium,Mobile App
CX04478,18-25,Europe,Add-on Services,15,37400.47,10,Low,Mobile App
CX04479,55+,Asia Pacific,Add-on Services,60,45624.19,4,High,Mobile App
CX04480,36-45,North America,Pro Plan,22,17438.06,4,Medium,Live Chat
CX04481,55+,Europe,Add-on Services,58,45817.39,7,High,Website
CX04482,36-45,North America,Basic Plan,27,24095.47,8,High,Website
CX04483,36-45,Latin America,Enterprise Plan,26,43537.53,7,Low,Live Chat
CX04484,46-55,Asia Pacific,Add-on Services,39,1002.88,4,High,In-Store
CX04485,36-45,Latin America,Add-on Services,48,11799.07,2,High,Mobile App
CX04486,55+,North America,Pro Plan,19,27445.97,5,Medium,Live Chat
CX04487,46-55,Latin America,Basic Plan,1,33132.16,6,Low,Mobile App
CX04488,55+,Asia Pacific,Enterprise Plan,38,42095.11,10,Medium,Mobile App
CX04489,46-55,Asia Pacific,Basic Plan,32,20922.73,10,High,Live Chat
CX04490,36-45,Europe,Basic Plan,6,6874.29,0,Low,Mobile App
