interaction_id,customer_id,date,channel,touchpoint,product,region,csat_score,resolution_time_hrs,resolution_status,first_contact_resolution,effort_score,sentiment,age_group,tenure_months
INT024429,CX03998,2026-01-21,Phone,Purchase,Basic Plan,North America,4.61,0.21,Resolved,1,2.4,Negative,26-35,26
INT024430,CX03582,2026-04-12,In-Store,Purchase,Pro Plan,North America,3.56,0.84,Escalated,1,3.2,Positive,26-35,6
INT024431,CX00667,2026-05-11,Website,Renewal,Enterprise Plan,Asia Pacific,3.77,0.15,Resolved,1,1.6,Positive,46-55,24
INT024432,CX01669,2025-07-07,In-Store,Onboarding,Basic Plan,Europe,4.35,0.95,Escalated,1,4.2,Negative,36-45,21
INT024433,CX01353,2026-05-01,Website,Purchase,Basic Plan,Asia Pacific,4.67,0.06,Resolved,1,1.2,Positive,26-35,12
INT024434,CX04688,2025-08-21,Mobile App,Support,Pro Plan,Latin America,2.65,0.07,Pending,1,3.1,Positive,46-55,44
INT024435,CX03438,2025-11-02,Live Chat,Renewal,Pro Plan,Latin America,4.22,0.23,Resolved,1,2.9,Neutral,18-25,15
INT024436,CX03802,2026-03-16,Website,Support,Pro Plan,North America,4.12,0.09,Resolved,1,1.5,Negative,26-35,44
INT024437,CX04997,2026-04-05,Website,Onboarding,Basic Plan,Asia Pacific,4.79,0.16,Resolved,1,4.9,Positive,26-35,47
INT024438,CX01222,2026-03-30,Mobile App,Feedback,Enterprise Plan,Latin America,4.7,0.16,Resolved,1,1.4,Positive,18-25,29
INT024439,CX00290,2026-02-24,Website,Onboarding,Enterprise Plan,Latin America,3.28,0.2,Resolved,1,2.7,Positive,26-35,13
INT024440,CX01823,2026-05-05,Mobile App,Support,Enterprise Plan,Asia Pacific,4.5,0.14,Resolved,1,1.6,Positive,55+,45
INT024441,CX04310,2026-01-07,Email,Feedback,Pro Plan,Latin America,2.58,2.91,Resolved,0,2.8,Neutral,36-45,3
INT024442,CX03757,2025-10-10,Live Chat,Feedback,Enterprise Plan,Asia Pacific,4.59,0.29,Escalated,1,1.5,Neutral,36-45,43
INT024443,CX02727,2026-05-20,Mobile App,Feedback,Add-on Services,Asia Pacific,4.74,0.06,Resolved,1,1.5,Negative,46-55,25
INT024444,CX02046,2026-01-16,Phone,Complaint,Basic Plan,North America,2.94,0.24,Escalated,1,4.6,Positive,46-55,13
INT024445,CX04123,2025-12-29,Mobile App,Feedback,Pro Plan,Asia Pacific,3.8,0.13,Resolved,0,1.9,Negative,18-25,52
INT024446,CX02492,2026-03-28,Email,Purchase,Pro Plan,Latin America,3.89,1.32,Resolved,1,4.0,Negative,36-45,16
INT024447,CX01251,2025-09-07,Email,Renewal,Add-on Services,Asia Pacific,3.82,3.11,Resolved,1,1.8,Positive,36-45,41
INT024448,CX01258,2026-03-01,Phone,Renewal,Add-on Services,Europe,4.33,0.38,Resolved,1,2.7,Positive,18-25,1
INT024449,CX04374,2026-04-08,Phone,Support,Enterprise Plan,Latin America,3.31,0.28,Resolved,1,2.7,Positive,36-45,57
INT024450,CX01226,2026-04-29,In-Store,Purchase,Pro Plan,Europe,3.7,0.99,Resolved,1,1.9,Negative,55+,60
INT024451,CX01587,2026-01-09,Mobile App,Complaint,Basic Plan,Latin America,2.2,0.18,Escalated,1,3.6,Positive,46-55,2
INT024452,CX04661,2026-03-08,In-Store,Renewal,Basic Plan,North America,4.48,0.63,Pending,0,2.0,Positive,46-55,53
INT024453,CX03662,2026-03-15,Email,Complaint,Pro Plan,Asia Pacific,2.76,1.66,Resolved,1,2.7,Positive,26-35,34
INT024454,CX02918,2025-11-25,Live Chat,Support,Add-on Services,North America,3.93,0.21,Pending,1,3.4,Neutral,36-45,10
INT024455,CX03190,2026-03-24,In-Store,Support,Pro Plan,Latin America,2.75,0.64,Escalated,1,2.7,Negative,46-55,54
INT024456,CX04526,2025-09-14,Email,Purchase,Add-on Services,Latin America,3.94,1.27,Resolved,1,1.4,Negative,36-45,23
INT024457,CX03795,2025-08-02,In-Store,Support,Pro Plan,North America,3.97,0.75,Resolved,1,3.2,Negative,36-45,39
INT024458,CX03272,2026-01-29,Mobile App,Complaint,Pro Plan,Latin America,2.32,0.12,Pending,0,5.0,Negative,26-35,1
INT024459,CX04431,2026-02-14,Phone,Renewal,Enterprise Plan,Asia Pacific,4.33,0.42,Escalated,0,3.4,Positive,18-25,40
INT024460,CX02959,2026-02-26,Mobile App,Support,Basic Plan,Latin America,3.78,0.05,Escalated,1,1.5,Positive,55+,18
INT024461,CX03262,2026-03-29,Email,Complaint,Add-on Services,Asia Pacific,3.0,2.06,Pending,0,3.1,Negative,55+,26
INT024462,CX01586,2025-09-08,Phone,Onboarding,Basic Plan,Europe,4.45,0.29,Resolved,0,3.7,Positive,55+,24
INT024463,CX03744,2026-03-04,Phone,Feedback,Add-on Services,Asia Pacific,4.4,0.15,Resolved,0,3.5,Positive,36-45,43
INT024464,CX01234,2025-09-25,Live Chat,Renewal,Basic Plan,Europe,3.58,0.23,Escalated,1,4.1,Negative,46-55,4
INT024465,CX01890,2026-01-12,Phone,Support,Pro Plan,North America,4.17,0.39,Resolved,0,4.4,Positive,46-55,37
INT024466,CX02856,2025-07-10,Email,Purchase,Basic Plan,Europe,4.66,1.52,Escalated,1,4.2,Positive,46-55,10
INT024467,CX04100,2026-02-19,In-Store,Onboarding,Add-on Services,Europe,3.67,0.11,Pending,1,3.9,Neutral,46-55,10
INT024468,CX02834,2025-12-26,Live Chat,Feedback,Enterprise Plan,Asia Pacific,4.15,0.27,Resolved,1,1.4,Positive,46-55,27
INT024469,CX03825,2025-10-31,Phone,Feedback,Enterprise Plan,North America,4.33,0.12,Escalated,1,2.0,Neutral,26-35,37
INT024470,CX04544,2026-03-28,Live Chat,Support,Basic Plan,Asia Pacific,3.04,0.11,Escalated,1,3.7,Neutral,46-55,26
INT024471,CX01889,2025-10-11,Email,Purchase,Add-on Services,Asia Pacific,3.85,4.02,Resolved,0,2.1,Neutral,18-25,55
INT024472,CX02477,2025-09-01,Phone,Feedback,Enterprise Plan,North America,2.69,0.42,Resolved,0,1.7,Negative,18-25,2
INT024473,CX03147,2025-07-13,Live Chat,Renewal,Pro Plan,Latin America,3.43,0.21,Resolved,1,3.8,Positive,18-25,23
INT024474,CX02950,2026-03-21,In-Store,Support,Enterprise Plan,Europe,2.65,0.46,Resolved,1,1.0,Positive,36-45,25
INT024475,CX02096,2025-07-18,Website,Support,Add-on Services,Europe,4.5,0.14,Escalated,1,2.8,Negative,46-55,52
INT024476,CX01946,2025-12-15,Email,Complaint,Pro Plan,Latin America,1.51,3.85,Resolved,1,1.9,Neutral,18-25,43
INT024477,CX03729,2025-08-16,In-Store,Renewal,Enterprise Plan,Latin America,4.4,0.36,Resolved,1,4.3,Positive,26-35,39
INT024478,CX04483,2025-11-08,Live Chat,Complaint,Enterprise Plan,Latin America,2.95,0.22,Resolved,1,3.3,Positive,36-45,26
INT024479,CX02240,2025-08-22,Live Chat,Complaint,Enterprise Plan,Asia Pacific,2.45,0.28,Resolved,1,4.9,Neutral,18-25,7
INT024480,CX03932,2026-01-12,Email,Complaint,Basic Plan,Europe,3.28,4.26,Resolved,1,2.1,Positive,18-25,35
INT024481,CX04984,2025-09-09,Mobile App,Complaint,Basic Plan,Europe,2.17,0.06,Resolved,0,2.6,Negative,46-55,46
INT024482,CX02897,2025-09-07,Live Chat,Feedback,Add-on Services,Latin America,4.61,0.21,Resolved,0,1.1,Positive,18-25,32
INT024483,CX01213,2025-11-03,Mobile App,Renewal,Add-on Services,Latin America,3.08,0.05,Resolved,0,2.4,Neutral,26-35,49
INT024484,CX02215,2025-10-14,Website,Feedback,Basic Plan,Latin America,4.79,0.13,Resolved,1,4.7,Positive,55+,33
INT024485,CX02904,2025-11-22,Website,Onboarding,Add-on Services,Europe,4.16,0.2,Escalated,1,2.8,Positive,46-55,3
INT024486,CX00820,2025-08-06,Website,Feedback,Enterprise Plan,Europe,4.81,0.12,Resolved,1,4.6,Positive,46-55,26
INT024487,CX02217,2026-03-11,In-Store,Purchase,Pro Plan,Asia Pacific,4.97,0.68,Resolved,1,2.1,Neutral,46-55,35
INT024488,CX02430,2025-08-14,In-Store,Feedback,Enterprise Plan,Asia Pacific,3.28,0.86,Escalated,0,4.4,Negative,46-55,48
INT024489,CX03030,2025-07-01,Live Chat,Feedback,Pro Plan,Latin America,4.78,0.18,Pending,0,2.1,Neutral,36-45,10
INT024490,CX00904,2025-06-15,Email,Feedback,Basic Plan,North America,4.38,4.25,Resolved,1,2.3,Positive,46-55,25
INT024491,CX03888,2025-05-31,In-Store,Complaint,Pro Plan,North America,1.94,0.64,Resolved,1,3.1,Positive,18-25,52
INT024492,CX01537,2025-06-29,Website,Complaint,Add-on Services,Latin America,2.63,0.16,Resolved,1,1.1,Neutral,18-25,54
INT024493,CX02266,2025-07-13,Website,Feedback,Add-on Services,Asia Pacific,3.44,0.08,Escalated,0,1.3,Positive,18-25,17
INT024494,CX00831,2025-11-15,Website,Complaint,Pro Plan,Latin America,2.48,0.1,Resolved,0,2.9,Negative,55+,30
INT024495,CX00564,2025-12-06,Email,Complaint,Enterprise Plan,Asia Pacific,2.59,4.85,Resolved,1,2.3,Negative,55+,46
INT024496,CX04819,2026-05-19,Mobile App,Support,Pro Plan,Europe,3.76,0.05,Resolved,0,4.0,Positive,46-55,2
INT024497,CX00243,2026-04-01,In-Store,Support,Basic Plan,Asia Pacific,3.73,0.71,Resolved,1,2.6,Positive,36-45,36
INT024498,CX01658,2025-06-04,Live Chat,Purchase,Enterprise Plan,Europe,4.3,0.16,Escalated,1,4.2,Neutral,46-55,56
INT024499,CX04734,2025-10-02,Email,Complaint,Add-on Services,Europe,2.14,4.47,Resolved,1,2.3,Positive,55+,58
INT024500,CX01627,2025-06-04,Mobile App,Onboarding,Enterprise Plan,Latin America,3.96,0.14,Resolved,0,4.6,Positive,55+,21
INT024501,CX00484,2025-12-17,Live Chat,Feedback,Basic Plan,Europe,4.95,0.22,Resolved,1,2.1,Positive,55+,49
INT024502,CX04771,2025-08-22,Website,Feedback,Add-on Services,North America,4.66,0.05,Resolved,1,2.0,Neutral,55+,44
INT024503,CX04090,2025-09-23,Live Chat,Purchase,Add-on Services,Latin America,4.58,0.16,Escalated,1,1.8,Positive,55+,30
INT024504,CX01624,2026-01-30,Website,Support,Pro Plan,North America,3.19,0.19,Escalated,1,3.1,Positive,55+,58
INT024505,CX02565,2025-06-20,Mobile App,Support,Pro Plan,Europe,3.72,0.11,Escalated,0,1.7,Neutral,46-55,8
INT024506,CX01449,2025-07-19,Website,Support,Enterprise Plan,North America,4.0,0.09,Resolved,1,2.8,Positive,46-55,55
INT024507,CX04936,2025-07-28,In-Store,Support,Add-on Services,North America,3.76,0.36,Pending,0,4.9,Neutral,46-55,29
INT024508,CX04157,2025-06-25,Website,Support,Basic Plan,Europe,3.88,0.18,Resolved,1,1.7,Neutral,55+,39
INT024509,CX04913,2025-08-17,Email,Feedback,Pro Plan,Latin America,3.46,2.22,Resolved,1,4.7,Positive,26-35,49
INT024510,CX03221,2026-03-29,In-Store,Support,Enterprise Plan,North America,3.62,0.21,Resolved,0,1.8,Negative,36-45,53
INT024511,CX04742,2025-08-03,Live Chat,Onboarding,Add-on Services,Europe,3.95,0.25,Resolved,1,2.9,Positive,55+,36
INT024512,CX03651,2026-03-08,In-Store,Feedback,Enterprise Plan,Asia Pacific,4.95,0.24,Escalated,1,3.6,Positive,18-25,9
INT024513,CX04971,2026-02-11,Live Chat,Feedback,Pro Plan,Latin America,4.38,0.17,Escalated,1,2.1,Negative,26-35,20
INT024514,CX00934,2026-02-19,Email,Complaint,Basic Plan,Europe,2.5,2.43,Escalated,1,3.4,Positive,46-55,10
INT024515,CX04783,2026-03-06,Mobile App,Purchase,Add-on Services,Europe,3.77,0.15,Escalated,0,3.1,Negative,18-25,52
INT024516,CX03580,2025-06-04,Live Chat,Support,Enterprise Plan,Europe,3.42,0.17,Pending,1,3.6,Positive,36-45,5
INT024517,CX02409,2026-03-14,Phone,Complaint,Enterprise Plan,Asia Pacific,3.11,0.48,Resolved,1,3.5,Positive,26-35,18
INT024518,CX02049,2025-10-01,Website,Complaint,Enterprise Plan,Asia Pacific,2.22,0.18,Resolved,1,5.0,Positive,36-45,33
INT024519,CX04594,2026-05-02,In-Store,Support,Basic Plan,Latin America,2.92,0.1,Resolved,0,2.1,Negative,18-25,37
INT024520,CX01589,2026-03-31,Live Chat,Support,Basic Plan,Latin America,4.18,0.28,Pending,1,2.8,Negative,46-55,56
INT024521,CX02127,2025-12-22,In-Store,Complaint,Pro Plan,Asia Pacific,2.32,0.15,Escalated,0,3.1,Neutral,55+,51
INT024522,CX03532,2025-06-08,In-Store,Renewal,Pro Plan,North America,3.42,0.5,Resolved,1,1.2,Positive,36-45,26
INT024523,CX00133,2026-02-27,Mobile App,Feedback,Enterprise Plan,Latin America,2.65,0.11,Resolved,1,2.9,Positive,36-45,41
INT024524,CX01141,2025-12-13,Website,Purchase,Pro Plan,Asia Pacific,4.45,0.14,Pending,1,2.1,Positive,55+,15
INT024525,CX00909,2025-11-28,Email,Purchase,Pro Plan,Europe,4.93,1.21,Resolved,0,1.8,Neutral,46-55,21
INT024526,CX01651,2026-01-09,Website,Purchase,Add-on Services,Latin America,4.93,0.1,Pending,0,1.6,Positive,36-45,15
INT024527,CX00232,2025-06-15,Email,Renewal,Add-on Services,North America,3.16,2.14,Resolved,0,3.1,Negative,36-45,6
INT024528,CX01770,2025-06-30,Email,Renewal,Enterprise Plan,North America,3.99,4.13,Escalated,1,1.2,Positive,46-55,40
INT024529,CX00908,2026-04-26,Phone,Complaint,Pro Plan,North America,2.42,0.22,Resolved,1,1.8,Positive,55+,9
INT024530,CX00880,2025-07-18,In-Store,Feedback,Pro Plan,Latin America,2.99,0.87,Resolved,1,1.8,Neutral,55+,2
INT024531,CX01365,2025-07-26,Live Chat,Onboarding,Pro Plan,Asia Pacific,3.13,0.12,Resolved,0,4.3,Negative,46-55,12
INT024532,CX03369,2026-02-13,Website,Complaint,Add-on Services,North America,2.86,0.13,Resolved,0,2.5,Positive,46-55,26
INT024533,CX03191,2025-09-21,Live Chat,Onboarding,Enterprise Plan,North America,3.78,0.11,Resolved,1,4.3,Positive,46-55,59
INT024534,CX04101,2026-01-09,Mobile App,Feedback,Enterprise Plan,Asia Pacific,3.12,0.12,Pending,1,4.0,Positive,36-45,44
INT024535,CX03073,2025-08-08,Mobile App,Purchase,Basic Plan,Europe,4.05,0.14,Resolved,1,4.3,Negative,46-55,34
INT024536,CX04714,2025-07-20,Email,Purchase,Pro Plan,Asia Pacific,3.65,1.96,Resolved,1,3.6,Negative,36-45,27
INT024537,CX01635,2025-08-31,Live Chat,Renewal,Basic Plan,Asia Pacific,3.29,0.17,Pending,1,3.2,Positive,18-25,48
INT024538,CX04446,2026-03-26,Mobile App,Feedback,Enterprise Plan,North America,2.69,0.07,Pending,0,3.7,Negative,55+,23
INT024539,CX02437,2025-08-03,Email,Support,Enterprise Plan,North America,3.28,4.31,Resolved,1,2.6,Positive,26-35,20
INT024540,CX00685,2025-10-15,Website,Support,Pro Plan,Asia Pacific,3.13,0.05,Resolved,1,2.3,Neutral,18-25,27
INT024541,CX03354,2026-01-07,Email,Renewal,Basic Plan,Latin America,3.3,4.83,Pending,1,3.6,Neutral,46-55,35
INT024542,CX04119,2025-10-14,Live Chat,Onboarding,Basic Plan,Latin America,4.05,0.23,Resolved,0,5.0,Positive,46-55,44
INT024543,CX03959,2025-12-31,Website,Onboarding,Pro Plan,Asia Pacific,4.59,0.16,Resolved,1,4.7,Positive,26-35,52
INT024544,CX01403,2026-05-01,Website,Complaint,Basic Plan,Latin America,1.79,0.19,Escalated,1,4.3,Positive,36-45,19
INT024545,CX02860,2025-06-07,In-Store,Complaint,Basic Plan,Asia Pacific,1.54,0.33,Resolved,1,4.8,Positive,55+,13
INT024546,CX01332,2026-02-11,Website,Purchase,Enterprise Plan,Asia Pacific,3.72,0.15,Resolved,0,3.3,Positive,18-25,31
INT024547,CX04414,2026-01-30,Live Chat,Complaint,Basic Plan,Latin America,3.37,0.28,Resolved,1,3.2,Negative,18-25,45
INT024548,CX04673,2026-02-22,Phone,Support,Add-on Services,Asia Pacific,2.85,0.28,Pending,1,4.8,Neutral,55+,10
INT024549,CX00196,2026-02-21,Website,Purchase,Basic Plan,Asia Pacific,3.7,0.15,Pending,1,1.2,Positive,36-45,23
INT024550,CX04550,2025-06-29,Email,Onboarding,Add-on Services,Europe,4.15,3.81,Escalated,1,2.6,Neutral,18-25,5
INT024551,CX01465,2025-06-17,In-Store,Feedback,Enterprise Plan,Latin America,3.3,0.25,Resolved,1,3.7,Positive,46-55,41
INT024552,CX04616,2026-03-29,In-Store,Support,Add-on Services,North America,4.27,0.95,Resolved,0,2.9,Neutral,36-45,27
INT024553,CX01123,2026-02-24,Phone,Support,Add-on Services,Asia Pacific,3.16,0.11,Escalated,1,3.3,Negative,18-25,7
INT024554,CX00123,2025-10-20,In-Store,Renewal,Enterprise Plan,Latin America,3.19,0.83,Pending,1,4.1,Neutral,26-35,33
INT024555,CX04877,2025-12-05,Phone,Complaint,Add-on Services,Asia Pacific,1.88,0.27,Resolved,1,3.7,Positive,46-55,43
INT024556,CX00775,2025-12-09,Email,Feedback,Pro Plan,Latin America,4.99,3.61,Resolved,1,3.4,Positive,55+,14
INT024557,CX02789,2026-03-28,Phone,Renewal,Enterprise Plan,Latin America,3.4,0.18,Resolved,0,1.3,Positive,26-35,28
INT024558,CX01535,2026-02-11,Email,Purchase,Enterprise Plan,Europe,4.27,2.36,Resolved,1,2.6,Positive,18-25,51
INT024559,CX02331,2025-12-07,In-Store,Renewal,Enterprise Plan,Asia Pacific,4.04,0.46,Resolved,1,4.5,Negative,46-55,9
INT024560,CX02970,2026-02-24,Website,Complaint,Pro Plan,Latin America,2.8,0.06,Pending,1,1.5,Positive,55+,14
INT024561,CX02524,2025-11-29,In-Store,Onboarding,Add-on Services,Europe,4.86,0.61,Resolved,1,1.5,Neutral,55+,33
INT024562,CX04026,2025-06-23,Mobile App,Purchase,Enterprise Plan,Latin America,4.25,0.1,Pending,0,3.2,Positive,36-45,7
INT024563,CX01005,2025-10-16,Phone,Purchase,Add-on Services,Asia Pacific,4.35,0.11,Pending,0,2.6,Negative,26-35,27
INT024564,CX03131,2026-05-29,Live Chat,Support,Enterprise Plan,Europe,3.0,0.18,Escalated,1,1.9,Neutral,18-25,10
INT024565,CX03397,2025-11-02,In-Store,Onboarding,Basic Plan,Asia Pacific,4.23,0.89,Resolved,1,2.4,Positive,46-55,1
INT024566,CX02918,2025-11-18,Website,Feedback,Add-on Services,North America,3.81,0.16,Pending,1,4.1,Negative,36-45,10
INT024567,CX03944,2025-06-01,Website,Feedback,Basic Plan,Europe,4.65,0.12,Resolved,1,1.7,Neutral,55+,38
INT024568,CX02839,2025-07-19,Email,Purchase,Basic Plan,Europe,4.03,1.07,Escalated,0,2.0,Neutral,18-25,9
INT024569,CX01436,2025-09-13,Mobile App,Onboarding,Enterprise Plan,Asia Pacific,4.48,0.1,Resolved,1,2.7,Positive,46-55,11
INT024570,CX02072,2025-11-20,Email,Support,Enterprise Plan,Latin America,3.73,4.67,Resolved,1,4.5,Positive,55+,28
INT024571,CX00601,2026-03-06,Website,Onboarding,Enterprise Plan,Europe,3.29,0.1,Resolved,1,4.5,Negative,36-45,52
INT024572,CX04133,2025-06-26,Mobile App,Purchase,Enterprise Plan,Asia Pacific,4.75,0.17,Resolved,0,4.8,Positive,55+,48
INT024573,CX02720,2025-10-17,In-Store,Complaint,Basic Plan,Asia Pacific,2.55,0.47,Pending,1,5.0,Neutral,26-35,43
INT024574,CX04142,2025-08-02,Live Chat,Feedback,Enterprise Plan,North America,2.63,0.11,Resolved,1,3.1,Positive,55+,35
INT024575,CX04908,2025-11-22,In-Store,Purchase,Basic Plan,Europe,4.28,0.36,Resolved,1,4.8,Positive,26-35,46
INT024576,CX03068,2025-08-23,Website,Renewal,Enterprise Plan,Latin America,3.23,0.13,Resolved,1,2.0,Positive,55+,10
INT024577,CX03820,2025-10-17,In-Store,Onboarding,Pro Plan,Asia Pacific,3.56,0.32,Resolved,1,4.7,Neutral,18-25,19
INT024578,CX02325,2026-01-20,Mobile App,Support,Basic Plan,North America,4.3,0.15,Resolved,0,3.8,Positive,18-25,59
INT024579,CX01788,2026-04-19,Live Chat,Onboarding,Enterprise Plan,North America,4.27,0.11,Escalated,1,4.9,Neutral,26-35,24
INT024580,CX02361,2025-10-10,Email,Renewal,Basic Plan,Latin America,3.54,2.86,Escalated,1,4.3,Negative,46-55,44
INT024581,CX04256,2026-02-09,Email,Renewal,Basic Plan,Asia Pacific,4.43,1.8,Resolved,0,4.7,Neutral,36-45,30
INT024582,CX04478,2025-11-06,In-Store,Complaint,Add-on Services,Europe,1.52,0.95,Resolved,0,2.8,Negative,18-25,15
INT024583,CX00871,2026-03-07,Email,Purchase,Basic Plan,Latin America,4.76,1.39,Resolved,1,4.6,Positive,46-55,3
INT024584,CX02208,2026-05-29,In-Store,Onboarding,Add-on Services,Asia Pacific,4.14,0.33,Resolved,0,3.0,Negative,55+,57
INT024585,CX01936,2026-01-10,Live Chat,Complaint,Pro Plan,North America,2.73,0.24,Resolved,1,4.7,Negative,18-25,6
INT024586,CX02328,2025-06-08,In-Store,Onboarding,Basic Plan,Latin America,4.13,0.9,Escalated,1,2.5,Neutral,36-45,36
INT024587,CX03544,2026-03-26,Live Chat,Renewal,Pro Plan,North America,4.41,0.25,Pending,1,1.6,Negative,18-25,19
INT024588,CX02733,2026-04-24,In-Store,Onboarding,Enterprise Plan,North America,3.39,0.7,Resolved,1,4.1,Positive,55+,12
INT024589,CX03342,2025-07-22,Mobile App,Purchase,Add-on Services,Latin America,4.8,0.1,Resolved,1,1.0,Positive,26-35,2
INT024590,CX02657,2026-04-07,Live Chat,Renewal,Basic Plan,North America,3.17,0.14,Escalated,1,3.7,Positive,36-45,11
INT024591,CX01699,2025-12-18,Phone,Onboarding,Basic Plan,Asia Pacific,3.4,0.25,Escalated,1,3.9,Positive,18-25,55
INT024592,CX01034,2025-06-20,Live Chat,Purchase,Enterprise Plan,North America,4.47,0.12,Pending,1,3.3,Negative,36-45,3
INT024593,CX01384,2026-04-04,Mobile App,Onboarding,Pro Plan,Latin America,4.8,0.12,Resolved,1,3.0,Negative,55+,1
INT024594,CX01374,2025-11-18,Live Chat,Feedback,Add-on Services,Europe,3.33,0.12,Resolved,1,3.1,Neutral,46-55,15
INT024595,CX02788,2025-11-05,In-Store,Purchase,Add-on Services,Asia Pacific,4.1,0.2,Resolved,1,5.0,Neutral,46-55,38
INT024596,CX03869,2026-01-12,Phone,Feedback,Pro Plan,North America,2.9,0.13,Resolved,1,4.0,Positive,18-25,21
INT024597,CX03084,2026-04-23,Email,Complaint,Basic Plan,Asia Pacific,3.36,4.26,Resolved,1,3.7,Negative,26-35,47
INT024598,CX03350,2026-02-13,Email,Feedback,Add-on Services,Latin America,2.61,1.28,Resolved,0,2.8,Neutral,55+,48
INT024599,CX04575,2025-11-25,Phone,Support,Pro Plan,Europe,3.81,0.23,Resolved,0,1.6,Negative,36-45,41
INT024600,CX03598,2025-12-12,Mobile App,Complaint,Add-on Services,Asia Pacific,3.32,0.17,Escalated,0,3.1,Positive,36-45,19
INT024601,CX04098,2025-11-28,Mobile App,Feedback,Basic Plan,North America,4.41,0.13,Resolved,1,2.0,Neutral,18-25,4
INT024602,CX03588,2025-07-05,In-Store,Complaint,Add-on Services,Latin America,1.5,0.26,Resolved,0,3.6,Positive,18-25,37
INT024603,CX01607,2026-03-23,Mobile App,Purchase,Add-on Services,Asia Pacific,4.2,0.15,Escalated,1,4.3,Positive,46-55,19
INT024604,CX03559,2026-03-16,Mobile App,Feedback,Add-on Services,Asia Pacific,4.28,0.05,Escalated,0,2.4,Positive,36-45,47
INT024605,CX01061,2025-08-01,In-Store,Support,Basic Plan,Latin America,4.46,0.54,Escalated,1,3.7,Neutral,18-25,1
INT024606,CX01505,2026-02-24,Website,Renewal,Add-on Services,Latin America,4.48,0.12,Escalated,1,3.8,Neutral,55+,7
INT024607,CX01003,2026-03-06,Live Chat,Support,Add-on Services,Asia Pacific,4.07,0.17,Resolved,1,1.9,Negative,55+,57
INT024608,CX01790,2025-10-28,Mobile App,Support,Add-on Services,Latin America,3.34,0.16,Resolved,1,1.4,Positive,36-45,42
INT024609,CX03474,2025-08-13,Mobile App,Renewal,Enterprise Plan,North America,3.88,0.08,Escalated,0,3.2,Negative,46-55,10
INT024610,CX01031,2025-09-13,Mobile App,Renewal,Enterprise Plan,North America,3.85,0.2,Resolved,1,1.0,Positive,18-25,33
INT024611,CX01079,2025-09-03,Mobile App,Purchase,Basic Plan,Latin America,4.42,0.15,Pending,1,3.1,Negative,36-45,40
INT024612,CX04398,2025-10-03,Phone,Feedback,Pro Plan,Europe,2.6,0.46,Resolved,0,2.3,Neutral,26-35,45
INT024613,CX03507,2025-10-03,Phone,Support,Enterprise Plan,Europe,4.33,0.36,Resolved,1,3.6,Negative,26-35,12
INT024614,CX02052,2025-07-19,Phone,Feedback,Basic Plan,Europe,3.46,0.11,Escalated,1,3.2,Neutral,26-35,3
INT024615,CX02748,2026-05-14,Live Chat,Renewal,Enterprise Plan,North America,3.92,0.21,Resolved,0,3.6,Neutral,46-55,15
INT024616,CX00596,2026-05-10,In-Store,Purchase,Add-on Services,Europe,4.42,0.4,Resolved,0,3.0,Negative,36-45,58
INT024617,CX04820,2025-06-03,Website,Renewal,Enterprise Plan,North America,3.11,0.18,Resolved,1,4.4,Positive,26-35,1
INT024618,CX01787,2025-07-24,Mobile App,Onboarding,Enterprise Plan,Latin America,4.98,0.13,Resolved,1,3.0,Neutral,36-45,41
INT024619,CX01311,2026-04-02,Email,Onboarding,Add-on Services,Latin America,3.97,2.7,Pending,1,2.3,Positive,26-35,6
INT024620,CX00702,2026-03-11,Live Chat,Onboarding,Add-on Services,Europe,3.33,0.3,Resolved,1,3.5,Neutral,18-25,15
INT024621,CX00626,2025-08-05,Email,Renewal,Basic Plan,North America,4.08,3.34,Resolved,1,3.0,Positive,18-25,31
INT024622,CX03832,2026-05-19,Live Chat,Renewal,Enterprise Plan,North America,3.41,0.12,Pending,1,3.9,Neutral,55+,11
INT024623,CX03117,2026-02-22,Mobile App,Renewal,Pro Plan,Asia Pacific,4.06,0.12,Escalated,1,2.8,Neutral,36-45,34
INT024624,CX02616,2026-04-15,Live Chat,Purchase,Pro Plan,Europe,4.29,0.13,Resolved,0,4.7,Neutral,55+,2
INT024625,CX02563,2025-11-02,Phone,Complaint,Pro Plan,Europe,3.03,0.36,Escalated,0,4.6,Negative,46-55,50
INT024626,CX02869,2026-01-01,Phone,Support,Enterprise Plan,Europe,3.55,0.33,Pending,1,1.9,Positive,26-35,43
INT024627,CX00868,2026-02-20,Mobile App,Complaint,Add-on Services,North America,2.69,0.08,Resolved,1,3.3,Positive,26-35,43
INT024628,CX02217,2026-01-04,Email,Renewal,Pro Plan,Asia Pacific,3.26,3.99,Resolved,1,3.9,Positive,46-55,35
INT024629,CX03275,2025-12-05,Email,Renewal,Add-on Services,Latin America,4.48,2.37,Resolved,1,3.6,Negative,46-55,29
INT024630,CX02128,2026-04-17,Live Chat,Purchase,Basic Plan,North America,4.11,0.22,Resolved,1,2.3,Negative,18-25,8
INT024631,CX00854,2025-07-05,Live Chat,Complaint,Basic Plan,North America,2.19,0.28,Resolved,0,4.1,Neutral,18-25,4
INT024632,CX03310,2025-08-25,Email,Feedback,Pro Plan,North America,2.63,3.2,Resolved,1,2.8,Positive,55+,26
